 -3   21 39  20 56  20 27  20  4  19 46  19 31  19  6  18 46  18 28  18 11  17 54  17 35  17 25  17 13  17 13  17  8  17  2  16 57  16 50  16 44  16 36  16 28  16 19  16  9  15 58  15 44  15 28  15  9
 -2   21 38  20 56  20 27  20  4  19 46  19 31  19  7  18 46  18 28  18 12  17 54  17 36  17 25  17 14  17 14  17  9  17  3  16 57  16 51  16 44  16 37  16 29  16 20  16 10  15 59  15 45  15 30  15 10
 -1   21 38  20 56  20 27  20  4  19 47  19 32  19  7  18 47  18 29  18 12  17 55  17 36  17 26  17 14  17 14  17  9  17  4  16 58  16 52  16 45  16 38  16 30  16 21  16 11  16  0  15 47  15 31  15 12
  0   21 38  20 56  20 27  20  5  19 47  19 32  19  7  18 47  18 29  18 13  17 56  17 37  17 27  17 15  17 15  17 10  17  5  16 59  16 53  16 46  16 39  16 31  16 22  16 12  16  1  15 48  15 32  15 13
  1   21 37  20 55  20 27  20  5  19 47  19 32  19  8  18 48  18 30  18 13  17 56  17 38  17 27  17 16  17 16  17 11  17  6  17  0  16 54  16 47  16 40  16 32  16 23  16 13  16  2  15 49  15 34  15 15
  2   21 36  20 55  20 27  20  5  19 47  19 32  19  8  18 48  18 30  18 14  17 57  17 38  17 28  17 17  17 17  17 12  17  7  17  1  16 55  16 48  16 41  16 33  16 24  16 15  16  3  15 50  15 35  15 17
  3   21 36  20 55  20 26  20  5  19 47  19 32  19  8  18 48  18 31  18 14  17 57  17 39  17 29  17 18  17 18  17 13  17  7  17  2  16 56  16 49  16 42  16 34  16 26  16 16  16  5  15 52  15 37  15 18
  4   21 35  20 54  20 26  20  5  19 47  19 32  19  8  18 49  18 31  18 15  17 58  17 40  17 30  17 18  17 18  17 14  17  8  17  3  16 57  16 50  16 43  16 35  16 27  16 17  16  6  15 53  15 38  15 20
  5   21 34  20 54  20 26  20  4  19 47  19 32  19  9  18 49  18 32  18 15  17 59  17 41  17 31  17 19  17 19  17 14  17  9  17  4  16 58  16 51  16 44  16 37  16 28  16 19  16  8  15 55  15 40  15 22
  6   21 33  20 53  20 26  20  4  19 47  19 33  19  9  18 49  18 32  18 16  17 59  17 41  17 31  17 20  17 20  17 15  17 10  17  5  16 59  16 52  16 46  16 38  16 29  16 20  16  9  15 57  15 42  15 24
  7   21 32  20 53  20 25  20  4  19 47  19 33  19  9  18 50  18 32  18 16  18  0  17 42  17 32  17 21  17 21  17 16  17 11  17  6  17  0  16 54  16 47  16 39  16 31  16 21  16 11  15 58  15 44  15 26
  8   21 31  20 52  20 25  20  4  19 47  19 33  19  9  18 50  18 33  18 17  18  0  17 43  17 33  17 22  17 22  17 17  17 12  17  7  17  1  16 55  16 48  16 40  16 32  16 23  16 12  16  0  15 46  15 29
  9   21 30  20 51  20 24  20  4  19 47  19 33  19  9  18 50  18 33  18 17  18  1  17 44  17 34  17 23  17 23  17 18  17 13  17  8  17  2  16 56  16 49  16 42  16 34  16 24  16 14  16  2  15 48  15 31
 10   21 28  20 51  20 24  20  3  19 47  19 32  19  9  18 50  18 34  18 18  18  2  17 44  17 35  17 24  17 24  17 19  17 14  17  9  17  3  16 57  16 51  16 43  16 35  16 26  16 16  16  4  15 50  15 33
 11   21 27  20 50  20 23  20  3  19 46  19 32  19  9  18 51  18 34  18 18  18  2  17 45  17 36  17 25  17 25  17 20  17 15  17 10  17  5  16 58  16 52  16 45  16 37  16 28  16 17  16  6  15 52  15 36
 12   21 26  20 49  20 23  20  3  19 46  19 32  19  9  18 51  18 34  18 19  18  3  17 46  17 37  17 26  17 26  17 21  17 17  17 11  17  6  17  0  16 53  16 46  16 38  16 29  16 19  16  8  15 54  15 38
 13   21 24  20 48  20 22  20  2  19 46  19 32  19 10  18 51  18 35  18 19  18  4  17 47  17 37  17 27  17 27  17 22  17 18  17 13  17  7  17  1  16 55  16 48  16 40  16 31  16 21  16 10  15 57  15 41
 14   21 23  20 47  20 21  20  2  19 46  19 32  19 10  18 51  18 35  18 20  18  4  17 48  17 38  17 28  17 28  17 24  17 19  17 14  17  8  17  2  16 56  16 49  16 41  16 33  16 23  16 12  15 59  15 43
