 -3   // //   2  2   2 47   3 18   3 41   3 59   4 28   4 50   5  9   5 26   5 42   5 59   6  7   6 17   6 17   6 21   6 25   6 29   6 34   6 38   6 44   6 49   6 55   7  2   7  9   7 18   7 27   7 38
 -2   // //   2  3   2 48   3 18   3 41   4  0   4 29   4 51   5 10   5 27   5 43   5 59   6  8   6 17   6 17   6 21   6 25   6 29   6 34   6 39   6 44   6 49   6 56   7  2   7 10   7 18   7 27   7 38
 -1   // //   2  5   2 49   3 19   3 42   4  0   4 29   4 52   5 10   5 27   5 43   5 59   6  8   6 17   6 17   6 21   6 25   6 29   6 34   6 39   6 44   6 50   6 56   7  2   7  9   7 18   7 27   7 38
  0   // //   2  6   2 50   3 20   3 43   4  1   4 30   4 52   5 11   5 28   5 43   6  0   6  8   6 17   6 17   6 21   6 25   6 30   6 34   6 39   6 44   6 50   6 56   7  2   7  9   7 18   7 27   7 38
  1    0  5   2  8   2 51   3 21   3 44   4  2   4 31   4 53   5 11   5 28   5 44   6  0   6  8   6 18   6 18   6 21   6 25   6 30   6 34   6 39   6 44   6 50   6 56   7  2   7  9   7 17   7 27   7 37
  2    0 21   2  9   2 52   3 22   3 45   4  3   4 31   4 53   5 12   5 28   5 44   6  0   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 39   6 44   6 49   6 55   7  2   7  9   7 17   7 26   7 37
  3    0 29   2 11   2 54   3 23   3 46   4  4   4 32   4 54   5 12   5 29   5 44   6  0   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 39   6 44   6 49   6 55   7  2   7  9   7 17   7 26   7 36
  4    0 36   2 12   2 55   3 24   3 46   4  4   4 33   4 54   5 13   5 29   5 45   6  1   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 39   6 44   6 49   6 55   7  1   7  8   7 16   7 25   7 35
  5    0 42   2 14   2 56   3 25   3 47   4  5   4 33   4 55   5 13   5 30   5 45   6  1   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 39   6 44   6 49   6 55   7  1   7  8   7 16   7 25   7 35
  6    0 47   2 16   2 58   3 26   3 48   4  6   4 34   4 56   5 14   5 30   5 45   6  1   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 39   6 44   6 49   6 54   7  1   7  8   7 15   7 24   7 34
  7    0 53   2 18   2 59   3 27   3 49   4  7   4 35   4 56   5 14   5 30   5 46   6  1   6  9   6 18   6 18   6 22   6 26   6 30   6 34   6 38   6 43   6 48   6 54   7  0   7  7   7 15   7 23   7 33
  8    0 58   2 20   3  0   3 29   3 50   4  8   4 35   4 57   5 15   5 31   5 46   6  1   6  9   6 18   6 18   6 22   6 25   6 29   6 34   6 38   6 43   6 48   6 54   7  0   7  6   7 14   7 22   7 32
  9    1  2   2 22   3  2   3 30   3 51   4  9   4 36   4 57   5 15   5 31   5 46   6  1   6  9   6 18   6 18   6 22   6 25   6 29   6 33   6 38   6 43   6 48   6 53   6 59   7  6   7 13   7 22   7 31
 10    1  7   2 24   3  3   3 31   3 52   4 10   4 37   4 58   5 16   5 31   5 46   6  1   6  9   6 18   6 18   6 21   6 25   6 29   6 33   6 38   6 42   6 47   6 53   6 59   7  5   7 12   7 21   7 30
 11    1 12   2 26   3  5   3 32   3 54   4 11   4 38   4 59   5 16   5 32   5 47   6  1   6  9   6 18   6 18   6 21   6 25   6 29   6 33   6 37   6 42   6 47   6 52   6 58   7  4   7 11   7 20   7 29
 12    1 16   2 28   3  6   3 34   3 55   4 12   4 38   4 59   5 17   5 32   5 47   6  2   6  9   6 18   6 18   6 21   6 25   6 29   6 33   6 37   6 41   6 46   6 51   6 57   7  3   7 11   7 18   7 28
 13    1 21   2 30   3  8   3 35   3 56   4 13   4 39   5  0   5 17   5 32   5 47   6  2   6  9   6 17   6 17   6 21   6 24   6 28   6 32   6 36   6 41   6 46   6 51   6 56   7  3   7 10   7 17   7 26
 14    1 25   2 32   3 10   3 36   3 57   4 14   4 40   5  0   5 17   5 33   5 47   6  1   6  9   6 17   6 17   6 21   6 24   6 28   6 32   6 36   6 40   6 45   6 50   6 56   7  2   7  8   7 16   7 25
 15    1 29   2 34   3 11   3 38   3 58   4 15   4 41   5  1   5 18   5 33   5 47   6  1   6  9   6 17   6 17   6 20   6 24   6 27   6 31   6 35   6 40   6 44   6 49   6 55   7  1   7  7   7 15   7 23
 16    1 33   2 37   3 13   3 39   3 59   4 16   4 41   5  2   5 18   5 33   5 47   6  1   6  9   6 17   6 17   6 20   6 23   6 27   6 31   6 35   6 39   6 43   6 48   6 54   7  0   7  6   7 13   7 22
 17    1 38   2 39   3 15   3 40   4  0   4 17   4 42   5  2   5 19   5 33   5 47   6  1   6  9   6 16   6 16   6 19   6 23   6 26   6 30   6 34   6 38   6 43   6 47   6 53   6 58   7  5   7 12   7 20
 18    1 42   2 41   3 16   3 42   4  2   4 18   4 43   5  3   5 19   5 34   5 47   6  1   6  8   6 16   6 16   6 19   6 22   6 26   6 30   6 33   6 37   6 42   6 47   6 52   6 57   7  4   7 11   7 19
 19    1 46   2 43   3 18   3 43   4  3   4 19   4 44   5  3   5 19   5 34   5 47   6  1   6  8   6 15   6 15   6 19   6 22   6 25   6 29   6 33   6 37   6 41   6 46   6 51   6 56   7  2   7  9   7 17
 20    1 50   2 46   3 20   3 45   4  4   4 20   4 44   5  4   5 20   5 34   5 47   6  1   6  8   6 15   6 15   6 18   6 21   6 25   6 28   6 32   6 36   6 40   6 44   6 49   6 55   7  1   7  7   7 15
 21    1 54   2 48   3 22   3 46   4  5   4 21   4 45   5  4   5 20   5 34   5 47   6  1   6  7   6 15   6 15   6 18   6 21   6 24   6 27   6 31   6 35   6 39   6 43   6 48   6 53   6 59   7  6   7 13
 22    1 58   2 51   3 24   3 48   4  6   4 22   4 46   5  5   5 21   5 34   5 47   6  0   6  7   6 14   6 14   6 17   6 20   6 23   6 27   6 30   6 34   6 38   6 42   6 47   6 52   6 58   7  4   7 11
 23    2  1   2 53   3 25   3 49   4  8   4 23   4 47   5  5   5 21   5 35   5 47   6  0   6  7   6 14   6 14   6 16   6 19   6 23   6 26   6 29   6 33   6 37   6 41   6 46   6 51   6 56   7  2   7  9
 24    2  5   2 55   3 27   3 51   4  9   4 24   4 48   5  6   5 21   5 35   5 47   6  0   6  6   6 13   6 13   6 16   6 19   6 22   6 25   6 28   6 32   6 36   6 40   6 44   6 49   6 54   7  0   7  7
